,Sales Package,Model Number,Model Name,Type,Portable,Bluetooth,Memory Card Slot,Configuration,Power Source,Frequency Response,Impedance,Color,Wired/Wireless,Wall Mountable Satellite,Built-in Fm Radio,Outdoor Usage,Headphone Jack,Driver Type,Compatible Devices,Connector Type,USB Ports,Amplifier,Other Audio Features,Chassis Material,Controls,Remote Control Support,Power Input,Other System Requirements,Satellite Weight,Width,Height,Depth,Warranty Service Type,Warranty Summary,Covered in Warranty,Not Covered in Warranty,Domestic Warranty,Power Output (RMS),Display Type,Signal to Noise Ratio,Sensitivity,Memory Card Supported,Charging Time,Battery,Battery Capacity,Bluetooth Range,Driver Size,Coverage Pattern,Cable Length,Subwoofer,Distortion,Technology Used,Other Features,Audio Codec,Maximum Output RMS Per Satellite,Maximum SPL,Tweeter Support,Maximum Output RMS Subwoofer,Maximum Output RMS Center Satellite,Separation,Subwoofer Width,Subwoofer Weight,Subwoofer Height,Subwoofer Depth,Tweeter Diameter,International Warranty,Satellite Width,Satellite Height,Satellite Depth,Center Satellite Width,Center Satellite Height,Center Satellite Depth,Center Satellite Weight
234,1 x Bluetooth Speaker,ZEB Delight,"MHC-V13 Portable Party Speaker with karaoke, Jet Bass booster",Mobile/Tablet Speaker,,Yes,No,2.1,USB Chargeable,20 - 20000 Hz,4,Red,Wireless,No,No,Yes,Yes,L2CAP/A2DP,"Laptop, Tablet, Mobile, Television, Audio Player",AUX,1 USB Ports,YES,"Built-in Microphone, enjoying hand-free call, With advanced noise cancellation, enables clear hand-free calling and conference. Great for indoor and outdoor sound","No, Yes, Hard plastic Chassis","Volume Control, Call Answer/reject, Playback Controls",Wireless,5,Before first use charge atlest for long Battery,,11.8 cm,7.9 cm,3.9 cm,NO WARRANTY,NO WARRANTY,Manufacturing Defects,Any Physical Damages and Accessories are Not Covered in Warranty,1 Year,4.4 W,NA,90 dB,42 dB,yes,1.3 hr,"Rechargeable, Use Time 5 hr",1200 mAh,10 m,"4""",HARD ABS PLASTIC,8 m,1,1,BLUETOOTH,"Built-in FM radio Plug-in style mini speaker supports TF/SD card Compatible with table PCs, Smart phones and various kinds of Bluetooth-enabled devices,, FM, Micro SD Card Slot, AUX Mode, Memory Card, USB, Super bass splash proof wireless Bluetooth speaker, Mini Bluetooth speaker has unique design and miniature size,you can carry it when you travel,go to gym or hike",,,,,,10 W,,,,,,,,,,,,,,
235,2 Speakers,MF1680,M8 (PORTABLE BLUETOOTH MINI SPEAKER) Dynamic Metal Sound with High Bass,Laptop/Desktop Speaker,,4.2,No,2.1 Channel,Battery,150hz—20khz,4,"Brown, Black",Wired & Wireless,Yes,Yes,Yes,Yes,IOS,"Mobile, Tablet, Speaker",AUX,1 USB Ports,NA,"Crisp, Balanced Sound",No,"BUTTON TO DECREASE VOLUME, PRESS + BUTTON TO PLAY NEXT SONG, PRESS - BUTTON TO PLAY PREVIOUS, PLAY/PAUSE :- LONG PRESS + BUTTON TO INCREASE VOLUME, MODE, VOLUME +/-, POWER",YES,1,Please charge full of electronics when you use it at first time.,,12.95 cm,24.64 cm,13.21 cm,Reach out to us at info@imaginemarketingindia.com/+912249461882/support.boat-lifestyle.com. Alternatively you can activate your warranty by giving a missed call on 9223032222,"JIL's liability is limited to repair/replacement/refund of the product. if found defective under specified normal use. All liabilities for consequential lossess / damages and all arranties not stated herein, expressed or implied,including allimplied warranties of merchantability or fitness for a particular purpose are here by disclaimed",NO WARRANTY,Physical Damage,1 Year,40 W,NA,85 dB,42 dB,yes,1.3 hr,NA,1200 mAh,10 m,3.5,HARD ABS PLASTIC,2 m,2,,BLUETOOTH,"Bose Connect App, Waterproof and Rugged, with Soft-touch Silicone Exterior and Durable Strap, Works with Amazon Echo and Echo Dot, Play Time: Up to 6 hrs, NFC Pairing",,,,,,,,,,,,,,,,,,,,
236,"1 JBL Speaker Charger 5, Type C USB Cable, Safety Sheet, Quick Start Guide, Warranty Card",JBLCHARGE5RED,IK51,Mobile/Tablet Speaker,,Yes,No,Stereo,AC Adapter,50 - 20000 Hz,6,Red,Wireless,Yes,Yes,No,No,IOS,"Mobile, Tablet",AUX,1 USB Ports,NA,"Superior sound quality and deep bass: Bluetooth speakers with 5W dual-driver and bass for rich bass, clear midrange surround sound",PLASTIC Chassis,“+”button for Volume up/Next Song; “-” button for Volume down/Prev Song; the middle button for ON/OFF/Play/Pause/Answer or Hang up Phones.,NO,5,,,22.3 cm,9.4 cm,9.7 cm,India_escalations@harman.com 1800-102-0525,1 year Warranty from the Date of Purchase,Manufacturing defects,Physical Damage,1 Year,5 W,NA,75 dB,42 dB,Micro SD,1 hr,"Rechargeable, Use Time 12 hr",5000 mAh,10 m,1 in,,8 m,2,,,"Bluetooth 5.0 compatibility and stable transmission: speakers with Bluetooth 5.0 wireless technology helps connecting fast and stable, high-fidelity transmission, Ultra portable and multi-function playback: wireless Bluetooth speakers have built-in mic, fast connection for smartphones and all mobile phone",,,,,,,,,,,,,,,,,,,,
237,"1 Unit Speaker, User Manual, Charging Cable",Zeb-Music Bomb X Mini,SBS E2900,Smart Speaker,,5,Yes,Stereo Channel,AC Adapter,40Hz – 20KHz,2 Unit Of 4 Ohms (Satellite),Blue,Wired & Wireless,Yes,Yes,No,Yes,IOS,Mobile,AUX,1 USB Ports,YES,Portable Mobile Bluetooth Speaker With Good Battery Backup Bluetooth compatible with all smartphones,"Yes, Plastic Chassis",PREV/NEXT - PLAY/PAUSE - VOL - RECORDING,"Wireless, Wired",5,,,16.5 cm,5 cm,7.8 cm,`NA,12 months from the date of purchase,Manufacturing Defect,NA,0 Year,14 W,NA,85 dB,,YES,2 hr,"RECHARGEABL, Use Time 5 hr",5000 mAh,20 m,52,,,1,,,"The body is constructed of durable rubber matte finish that makes it shock proof With LED Light,which offers all around outdoor protection against dust and water., Grab one and take it with you when swimming, camping, hiking, cycling, drifting and more. Run along is time is 5-6 hours.",,,,,,,,,,,,,,,,,,,,
238,"1 Speaker, Charging Cable, AUX Cable, User Manual",ZEB-Sound Feast 50 / ZEB-Sound Feast 51,with microphone,Mobile/Tablet Speaker,,Yes,No,Stereo,"USB Chargeable, Battery",80 - 20000,16,"Brown, Green",Wireless,,Yes,Yes,Yes,IOS,"Laptop / Desktop, Mobile, Tablet",,1 USB Ports,,Portable Mobile Bluetooth Speaker With Good Battery Backup Bluetooth compatible with all smartphones,"Yes, Plastic Chassis","VOLUME CONTROL, PLAY, PAUSE, MODE",WIRELESS,4,,,23 cm,10 cm,8 cm,1 Year Carry Into Service Centre,REPLACEMENT,NA,Any Physical Damage And Accessories,1 Year,5 W,,85 dB,,YES,1 hr,Use Time 6 hr,1200 mAh,10 m,52,,,,,,BUILT-IN MIC: The speaker has a mic that will allow you to talk to your love ones for hours due to the amazing battery life,,,,,,,,,,,,,,,,,,,,
239,"1 Speaker, AC Cord, FM Antenna, Remote Control, User Manual, 2 Batteries",MHC-V13,TG-113 Ultra 3D Dynamic Thunder Sound With High Bass Wireless Portable Speaker,Party Speaker,,v4.2,No,Stereo Channel,USB Chargeable,300,"8 Ohms (Subwoofer), 4 Ohms (Satellite)",Black,Wired,,Yes,,Yes,,"Computer, Mobile, Laptop",,1 USB Ports,,"Superior sound quality and deep bass: Bluetooth speakers with 5W dual-driver and bass for rich bass, clear midrange surround sound",PLASTIC Chassis,"Power On/ Off, Mode, Volume +/-, PLAY/PAUSE",WIRELESS,,,,33.3 cm,60 cm,29.9 cm,Customer needs to send the product to service center.,1 Year Manufacturing Warranty,Sound Bar,Breakage and Mishandling,1 Year,40 W,,85 dB,,Micro-SD,1 hr,Rechargeable Lithium-ion Battery,,10 m,52,,,,,,"Bluetooth 5.0 compatibility and stable transmission: speakers with Bluetooth 5.0 wireless technology helps connecting fast and stable, high-fidelity transmission, Ultra portable and multi-function playback: wireless Bluetooth speakers have built-in mic, fast connection for smartphones and all mobile phone",,,,,,,,,,,,,,,,,,,,
240,"Speaker, Charging Cable, Hanging String",M3 (PORTABLE BLUETOOTH MINI SPEAKER) Dynamic Metal Sound With High Bass,ZEB-JukeBar 6000DWS-Pro with Wireless Subwoofer,Mobile/Tablet Speaker,,No,Yes,Mono,USB,"60 Hz - 300 Hz (Subwoofer), 200 Hz - 20 KHz (Satellite)",7,Gold,Wired,,Yes,,Yes,,"Computer, Mobile, Smart Television",,1 USB Ports,,,,PREV/NEXT - PLAY/PAUSE - VOL - RECORDING,,,,,5 cm,4 cm,5 cm,Na,Replacement,Manufacturing Defects,Na,1 Year,120 W,,85 dB,,YES,2 hr,"Rechargeable, Use Time 8 hr",,10 m,52,,,,,,,,,,,,,,,,,,,,,,,,,,
241,"2 Satellite Speakers , connector cable and 1 Woofer",IK51,NANO SHARK GOLD Bluetooth,Home Audio Speaker,,Yes,Yes,Mono Channel,AC Adapter,45Hz-20kHz,4 ohms,Black,Wired & Wireless,,Yes,,,,"ALL SMARTPHONE, COMPUTER, ALL BLUETOOTH DEVICE, LAPTOP, TABLET, Mobile, Tablet, LAPTOP, SAMSUNG ,NOKIA, OPPO SPEAKER",,2 USB Ports,,,,,,,,,22 cm,24 cm,30 cm,Service Center,1 year from date of invoice when bought from authorized seller,Na,PHYSICAL DAMAGE,1 Year,5 W,,,,,,"CHARGEWAL, Use Time 6 hr",,10 m,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,"2 Speakers, 1 Subwoofer, Remote Control",SBS E2900,"Dj Bass Bar Studio Bluetooth Soundbar Moviebar Party Light With High Powerful Sound Quality With Powerful Bass D Card,Aux,Pendrive, ,Calling Supported Speaker Music has the power to invoke feel-good types of feelings in a person. You can experience these feelings by listening to songs from different regions and countries on this speaker. It is compact and lightweight. You can even wirelessly connect a compatible device to it via Bluetooth, and sink in the tunes of your favourite artists. You can also connect devices via the USB port and AUX port. To top it off, it also comes with an LED display.",Laptop/Desktop Speaker,,"5.1  withA2DP 1.3, AVRCP 1.6",No,2.0,BATTERY,20-200 Hz,4,Black,Wireless,,Yes,,,,"Computer, Mobile, Television",,1 USB Ports,,,,,,,,,17 cm,33.5 cm,31.3 cm,Customer needs to 18001022673 or mail to IN_support@bose.com to Register any Complaint on the Product,NA,7 DAYS REPLACEMENT,Water & Physical Damage,1 Year,60 W,,,,,,"CHARGEWAL, Use Time 10 hr",,20 m,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,Speaker,JIL-3400,"WS-887 Mini Sound Box Wireless portable smal speaker TF-card supported ,fm ,bluetooth speaker",Laptop/Desktop Speaker,,Yes,Yes,2.0 Channel,AC Adapter,80Hz-180Khz,4 Ohms,Black,Wired,,Yes,,,,"Mobile 
Tablet 
Laptop
Television",,2 USB Ports,,,,,,,,,90 cm,7.3 cm,7.8 cm,NA,NA,Manufacturing Defects,"defects or damage arising from improper use or maintenance, normal wear and tear, commercial use, accident or external causes. Unauthorised repair, modification or customisation of your product",1 Year,2.5 W,,,,,,"Rechargeable, Use Time 4 hr",,9 m,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,"Aavante Bar 1300, Remote Control, Line In Cable, User Manual, Warranty Card, Accessories",Aavante Bar 1300,Beast-1000,Soundbar,,Yes,Yes,Stereo,AC Adapter,70 HZ-18KHZ,4,Black,Wireless,,Yes,,,,"Smartphones, TV, Laptops, Ipod, Computers, Blue ray players",,1 USB Ports,,,,,,,,,8.5 cm,17.3 cm,10 cm,NA,NA,"Bose Corporation (""Bose"") warrants your product against defects in materials and workmanship when purchased directly from Bose or a Bose authorised reseller. This warranty is extended only to the original end-use purchaser or the person receiving the product as a gift and shall not be extended to any other person or transferee",NA,1 Year,9 W,,,,,,,,10 m,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,"1 Speaker, Mini USB Microphone, USB Type-C Cable",CSWFH100 - USB MIC + SPEAKER BUNDLE,"SOUNDLINK MICRO,BT SPKR,WW",Laptop/Desktop Speaker,,5,Yes,Stereo Channel,220V AC,50Hz-20KHz,4,Black,Wireless,,Yes,,,,"PC, TV, MOBILE PHINES, Mobile Phone, ALL BLUETOOTH SUPPORTED DEVICES",,,,,,,,,,,6 cm,13 cm,6 cm,NA,1 Year Warranty,NA,NA,6 Months,160 W,,,,,,,,10 m,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,Pack of 1,New Arrival Ultra DJ sound blast With Super deep Bass Wireless Rechargeable 100% Bluetooth Speaker Support TF/USB/Pen Drive/AUX,TOP BRAND |3D sound| Splashproof| Water resistant| Extra Baas Stereo sound quality |Led Colour Changing Lights | mini Home theatre| AUX supported| wireless Speaker| Long hour battery Life,Laptop/Desktop Speaker,,Yes,Yes,Mono,"This speaker has a soundbar design. It is portable as well. Also, it features an LED display. You can take of its comp act shape and easily place it on the table near your bed or at any convenient spot.",500,4 ohms,Red,Wireless,,,,,,"MOBILE, TABLET, LAPTOP, ALL BLUETOOTH SUPPORTED DEVICES",,,,,,,,,,,27 cm,25 cm,23 cm,Reach Out to us at info@imaginemarketingindia.com/+912249461882/support.boat-lifestyle.com. Alternatively You can Activate Your Warranty by Giving a Missed Call on - 9223032222,NA,NA,NA,1 Year,35 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,"Warranty card, 1 Subwoofer, 5 Speaker, 1 Remote",Multimedia 5.1 (BRAVO),TG-162 mini home theatre Powerpact Stereo Audio deep bass Portable Rechargeable,Home Theatre,,"withA2DP, AVRCP",No,Mono Channel,"USB interface design, plug and play, easy to install and operate",90Hz - 20kHz,32,Black,Wired,,,,,,"Television, Mobile, Tablet",,,,,,,,,,,110 cm,46 cm,24.5 cm,NA,,NA,Physical Damage,1 Year,10 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,"1 Soundbar, Subwoofer, Remote, User Manual",Zeb-Juke Bar 6000DWS-Pro,Rocker Thunder Pro,Soundbar,,Yes,Yes,Mono,Battery Powered,500,4,Black,Wired & Wireless,,,,,,"MOBILE, TABLET, LAPTOP, ALL BLUETOOTH SUPPORTED DEVICES",,,,,,,,,,,11 cm,20 cm,16.5 cm,,,Manufacturing Defects,NA,1 Year,4 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,"Speaker, Remote,",NANO SHARK Gold ET-1616 Bluetooth,"TG 143 Portable Wireless Bluetooth Dual Bass HD Sound Led Speaker with Aux,",Home Theatre,,Yes,Yes,Mono Channel,BATTERY,50Hz-20KHz,,Silver,Wired & Wireless,,,,,,All Mobile Phones and Bluetooth enable Devices,,,,,,,,,,,10 cm,40 cm,37 cm,,,NA,,1 Year,10 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,"1 SPEAKER, 1 POWER CABLE","DJ Wireless Rechargeable Brand New Top Selling Portable Stereo sound Multimedia home audio/gaming Speaker for Mobile/Tablet TV SOUNDBAR ,HOME SOUNDBAR Original Quality Perfect Sound bar Mega Bass Wireless Bluetooth Speaker with TWS Connection/USB Input/Micro SD Card Reader/FM Radio/Aux Input/Hands Free Calling/BT SPEAKER ULTRA WITH 3D sound blast WITH GOOD quality good Super E91 Double Inner Speaker with HiFi Stereo Surround Sound Double bass",Aavante Bar 4000DA With Dolby Atmos 3D,Laptop/Desktop Speaker,,Yes,No,Stereo,BATTERY,,,Black,Wireless,,,,,,All Mobile Phones and Bluetooth enable Devices,,,,,,,,,,,8 cm,8 cm,8 cm,,,,,,10 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,2 Speakers,KUBIX E-02B,"IK-222 Multimedia 5.1 Speaker System with Bluetooth, Aux, USB, FM Connectivity",Laptop/Desktop Speaker,,5,Yes,Stereo Channel,Battery Powered,,,Black,Wired & Wireless,,,,,,"Mobile, TV, Computer",,,,,,,,,,,7.5 cm,12 cm,8.5 cm,,,,,,10 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,"1 speaker,charging cable,Aux Cable","WS-887 Mini Sound Box Wireless portable smal speaker TF-card supported 3 W Bluetooth Speaker,fm speaker,bluetooth speaker (red, Stereo Channel)",,Mobile/Tablet Speaker,,No,Yes,Stereo,BATTERY,,,Red,Wired & Wireless,,,,,,"MOBILE, TABLET, LAPTOP, ALL BLUETOOTH SUPPORTED DEVICES",,,,,,,,,,,40 cm,7.7 cm,6.2 cm,,,,,,10 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,"Soundbar, User's Manual",Beast 1000,,Soundbar,,Yes,Yes,Stereo Channel,BATTERY,,,Green,Wireless,,,,,,,,,,,,,,,,,9.83 cm,9.83 cm,3.48 cm,,,,,,30 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,1 Speaker,Soundlink Micro,,Mobile/Tablet Speaker,,5,Yes,2.1,AC,,,Black,Wired,,,,,,,,,,,,,,,,,16 cm,19 cm,14 cm,,,,,,200 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,"1 SPEAKER, 1 USB CABLE",TOP BRAND |3D sound| Splashproof| Water resistant| Extra Baas Stereo sound quality |Led Colour Changing Lights | mini Home theatre| AUX supported| wireless Speaker| Long hour battery Life,,Mobile/Tablet Speaker,,No,Yes,2.1 Channel,,,,Black,Wireless,,,,,,,,,,,,,,,,,10 cm,8 cm,5 cm,,,,,,10 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,"1 x speaker, 1 X Charging Cable",TG-162 mini home theatre Powerpact Stereo Audio deep bass Portable Rechargeable Mini Dynamite Best with Led Colour Changing Lights Bluetooth/Wireless/Gaming/Outdoor/Home Audio Speaker/Speakers with tf/fm Slot,,Home Theatre,,Yes,Yes,2.1,,,,Black,Wired & Wireless,,,,,,,,,,,,,,,,,25.1 cm,33.5 cm,18 cm,,,,,,200 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,"?1x Zoook Speaker,1x User Guide, 1x Certificate of Authenticity",Rocker Thunder Pro,,Party Speaker,,4.1  withTG-113,,2.1 Channel,,,,Black,,,,,,,,,,,,,,,,,,50 cm,35 cm,35 cm,,,,,,5 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,"1 HOME THEATRE SET, ALL ACCESSARY",JUMBO PLUS +,,Home Theatre,,Yes,,2.0,,,,Black,,,,,,,,,,,,,,,,,,12 cm,10 cm,8 cm,,,,,,60 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,1 x speaker,"High Qulity Portable TG 143 Wireless Bluetooth Extra Bass 3D Sound Led Speaker with Aux, USB and Memory Card Support",,Home Theatre,,Yes,,2.0 Channel,,,,Black,,,,,,,,,,,,,,,,,,90 cm,11.5 cm,8.2 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,"1 Soundbar, Subwoofer, Remote, Line-in Cable, User Manual, Screws for Wall Mount, Warranty Card",Aavante Bar 4000DA,,Soundbar,,Yes,,2.0,,,,Black,,,,,,,,,,,,,,,,,,10 cm,14 cm,8 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,"1 SPEAKER, 1 USB CABLE",100% BEST QUALITY |3D sound| Splashproof| Water resistant| Rock Beat Blast Stereo sound quality | mini Home theatre| Led Colour Changing Lights |AUX supported| wireless Speaker,,Mobile/Tablet Speaker,,Yes,,2.0 Channel,,,,Black,,,,,,,,,,,,,,,,,,35 cm,32 cm,28 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,"5 Speakers, 1 Aux, 1 Remote, 1 subwoofer","IK-222 Multimedia 5.1 Speaker System with Bluetooth, Aux, USB, FM Connectivity",,Home Theatre,,5.0  withSoroo,,Stereo,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,,,,,,No,,Stereo Channel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,,,,,,Yes,,Stereo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,,,,,,4.2  withA2DP,,Stereo Channel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,,,,,,Yes,,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,,,,,,V5.0,,5.1 Channel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,,,,,,Yes,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,,,,,,Yes,,2.1 Channel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,,,,,,5.0,,Stereo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,,,,,,Yes,,Stereo Channel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,,,,,,4.1  withBLUETOOTH SPEAKER,,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,,,,,,Yes,,5.1 Channel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,,,,,,Yes,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,,,,,,withYES,,2.0 Channel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,,,,,,Yes,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,,,,,,4.1  withBLUETOOTH SPEAKER,,4.2 Channel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,,,,,,Yes,,Mono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,,,,,,5,,Mono Channel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,,,,,,Yes,,Mono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,,,,,,5.0  withSPEAKER,,Mono Channel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,,,,,,Yes,,Stereo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,,,,,,,,Stereo Channel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,,,,,,,,Stereo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,,,,,,,,Stereo Channel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,,,,,,,,Stereo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,,,,,,,,Stereo Channel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,,,,,,,,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,,,,,,,,5.1 Channel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,,,,,,,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,,,,,,,,4.2 Channel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,,,,,,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,,,,,,,,2.1 Channel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,,,,,,,,Stereo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,,,,,,,,Stereo Channel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,,,,,,,,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,,,,,,,,5.1 Channel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,"Wireless Speaker, Dual Rechargeable Wireless Mic, Type-C Fast Charging Cable, User manual, Warranty Card",Retro Mini Wireless with Dual Karaoke Mic I Voice Changing | Deep Bass I TWS,"SRS-XP500 with IPX4 Splashproof Protection, 20hrs Battery Portable Wireless",Party Speaker,,Yes,Yes,Stereo,Battery,20-80KHz,4,Gold,Wired & Wireless,No,No,Yes,No,2 Speaker,"All Smartphones, All Bluetooth Devices, Television, Laptop, Tablet",Aux,1 USB Ports,Yes,"Dual Voice Changing Wirelss Karaoke MIc, Support five Deferent Voices With Voice Changing Feature, Vocal Cut Feature Allow you to Sing with any music with your own Voice","No, ABS Chassis",Touch,NA,DC 5V,Before first use charge at least 20 mints for long Battery,0.44 kg,18 cm,15 cm,12 cm,Repair,1 year Brand Warranty,Manufacturing Defects,Physical or Liquid Damage,1 Year,14 W,NA,72 dB,10 dB,Yes,3 hr,"Li-Ion, Use Time 6 hr",2800 mAh,10 m,10mm,"Horizontal, Vartical, Surround",1 m,1,1,Deep Bass Sound,water Rrasistance,DAC,10 W,0 dB,"inbuilt, 2",300 W,10 W,40,305 mm,7.3 kg,440 mm,305 mm,10 mm,3 Months,70 mm,220 mm,70 mm,70 mm,220 mm,70 mm,0.44 kg
